COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
8557.0,56501.0,6912.0,4744.0,12.0,10740.0
10841.0,86450.0,8636.0,5162.0,25.0,14334.0
0.0,76.0,0.0,0.0,0.0,0.0
0.0,167.0,0.0,0.0,0.0,0.0
28.0,637.0,37.0,15.0,0.0,55.0
455.0,3916.0,384.0,249.0,0.0,592.0
720.0,6835.0,614.0,337.0,0.0,997.0
21.0,730.0,12.0,0.0,0.0,34.0
73.0,1457.0,43.0,25.0,0.0,91.0
804.0,5311.0,436.0,324.0,0.0,918.0
4762.0,26692.0,3197.0,2086.0,0.0,5876.0
3837.0,30095.0,2836.0,1476.0,0.0,5202.0
0.0,148.0,0.0,0.0,0.0,10.0
0.0,207.0,0.0,0.0,0.0,10.0
67.0,708.0,71.0,46.0,0.0,93.0
452.0,3440.0,493.0,290.0,0.0,657.0
457.0,4904.0,507.0,221.0,0.0,746.0
21.0,1056.0,25.0,0.0,0.0,39.0
116.0,2107.0,84.0,62.0,0.0,138.0
1255.0,8563.0,918.0,715.0,0.0,1461.0
6920.0,40564.0,6201.0,4097.0,30.0,9049.0
5393.0,42899.0,5121.0,2832.0,34.0,7714.0
80.0,3666.0,92.0,20.0,0.0,153.0
646.0,6494.0,435.0,346.0,0.0,739.0
5975.0,24247.0,4207.0,3469.0,0.0,6720.0
24599.0,113055.0,20439.0,15190.0,91.0,29908.0
17487.0,124028.0,16215.0,10127.0,57.0,23618.0
0.0,444.0,0.0,0.0,0.0,12.0
47.0,585.0,21.0,14.0,0.0,54.0
316.0,2097.0,224.0,179.0,0.0,361.0
1243.0,8217.0,1027.0,709.0,0.0,1561.0
1061.0,12174.0,997.0,533.0,0.0,1526.0
0.0,26.0,0.0,0.0,0.0,0.0
0.0,113.0,0.0,0.0,0.0,0.0
0.0,410.0,11.0,0.0,0.0,16.0
110.0,2247.0,141.0,59.0,0.0,193.0
188.0,3852.0,233.0,66.0,0.0,355.0
17.0,901.0,10.0,0.0,0.0,25.0
68.0,1633.0,48.0,26.0,0.0,90.0
607.0,5851.0,437.0,299.0,0.0,747.0
4248.0,32201.0,3370.0,2213.0,0.0,5410.0
4728.0,44462.0,3743.0,2059.0,11.0,6424.0
0.0,675.0,21.0,0.0,0.0,25.0
48.0,1326.0,56.0,33.0,0.0,71.0
522.0,4724.0,488.0,373.0,0.0,637.0
2899.0,25799.0,3190.0,2125.0,0.0,3968.0
2690.0,36172.0,3068.0,1681.0,0.0,4077.0
0.0,198.0,0.0,0.0,0.0,0.0
17.0,433.0,16.0,0.0,0.0,26.0
270.0,2372.0,214.0,148.0,0.0,336.0
1908.0,12211.0,1913.0,1191.0,0.0,2630.0
1743.0,13590.0,1721.0,915.0,0.0,2549.0
0.0,575.0,10.0,0.0,0.0,12.0
46.0,1005.0,28.0,17.0,0.0,57.0
384.0,3677.0,214.0,135.0,0.0,464.0
2485.0,21200.0,1830.0,1073.0,0.0,3246.0
3158.0,34350.0,2593.0,1246.0,0.0,4508.0
0.0,52.0,0.0,0.0,0.0,0.0
0.0,127.0,0.0,0.0,0.0,0.0
55.0,445.0,50.0,27.0,0.0,70.0
453.0,2396.0,376.0,307.0,0.0,522.0
448.0,2942.0,375.0,236.0,0.0,589.0
